document,0,1,2,3
0,0.039465144,0.111316375,0.04423716,0.8049813
1,0.09987218,0.21914987,0.104414195,0.5765638
2,0.2319835,0.030515773,0.13057105,0.6069297
3,0.68745756,0.035653926,0.09954983,0.17733867
4,0.22509049,0.13676704,0.15695322,0.48118928
5,0.20761643,0.18520924,0.20387566,0.40329865
6,0.04679326,0.028969198,0.6127972,0.31144032
7,0.063766584,0.012654464,0.20859729,0.71498173
8,0.093764454,,,0.8954838
9,0.071475066,,0.014749459,0.9131316
10,0.16034554,,0.051196948,0.7872544
11,0.26238033,,0.07363408,0.6625179
12,0.21988823,,0.29893807,0.4793612
13,0.03672217,,0.031546075,0.9288389
14,0.07501464,,0.044133104,0.87764096
15,0.15000142,,0.046711642,0.80095136
16,0.02882491,,0.010787615,0.95786774
17,0.018858217,,,0.9732778
18,0.26223636,,,0.72663903
19,0.011637466,,,0.9802219
20,0.109647706,,,0.88010615
21,0.12818396,,0.105857864,0.7620351
22,0.015727205,,0.15727194,0.82459265
23,0.01562526,,0.1372735,0.8428432
24,0.20012797,,0.15713292,0.6401415
25,0.016018385,,0.09123978,0.88993585
26,0.022514794,,0.02757495,0.9476995
27,0.01658407,,0.04410135,0.93699133
28,0.015519151,,0.02842797,0.95350116
29,,,0.051932473,0.93821424
30,,,0.20460267,0.7916057
31,,,,0.98146856
32,,,0.07984344,0.91473997
33,0.020170132,,0.050034687,0.92906964
34,0.013390791,,0.12551731,0.86058795
35,0.044289872,,0.084625676,0.870484
36,,,0.012739151,0.9783844
37,0.0333393,,0.01635378,0.9499159
38,0.080359444,,0.034919567,0.8844156
39,0.199966,,,0.7960409
40,0.21586825,,,0.7775319
41,0.16683209,,,0.8258943
42,0.22543122,,0.011264504,0.7631297
43,0.24067946,,0.021879934,0.73728377
44,0.26820225,,,0.7259581
45,0.25274426,,0.03524772,0.71174175
46,0.27981505,,0.019334447,0.7005871
47,0.29347354,,,0.7053757
48,0.34049678,,,0.65831345
49,0.37477,,0.02909647,0.5959777
50,0.43773395,,,0.5599379
51,0.5030696,,,0.49498358
52,0.53258824,,,0.46128193
53,0.6066786,,0.02492265,0.36828995
54,0.6526565,,0.054019783,0.29322442
55,0.56363606,,0.110285655,0.3259696
56,0.5670957,,0.14923522,0.28356156
57,0.54231,,0.2268191,0.23076813
58,0.56551653,,0.20393631,0.23041652
59,0.49931708,,0.36385483,0.13669387
60,0.52090317,,0.39893004,0.08001181
61,0.39204174,,0.51181483,0.09601151
62,0.41162622,,0.43582568,0.1523636
63,0.36201447,,0.46622995,0.17158172
64,0.3074678,,0.48831633,0.2040452
65,0.29902023,,0.5008,0.200021
66,0.27330828,,0.5751747,0.15132187
67,0.31103334,,0.54243404,0.14628693
68,0.25154823,,0.6161493,0.1320278
69,0.29330945,,0.5584977,0.14791295
70,0.27402693,,0.5728473,0.15276857
71,0.42847311,,0.36545393,0.20569995
72,0.42176327,,0.4013208,0.17650001
73,0.45236245,,0.45502272,0.09220545
74,0.4664305,,0.46139374,0.07172779
75,0.6277731,,0.19044368,0.18135573
76,0.65551496,,0.11491077,0.22914195
77,0.7100451,,0.15061404,0.13888016
78,0.68725955,,0.16960183,0.14255908
79,0.7088546,,0.13520393,0.1554856
80,0.7187002,,0.16905577,0.11158758
81,0.70098543,,0.24912365,0.049094066
82,0.8963242,,0.08727342,0.015475434
83,0.61754465,,0.3773281,
84,0.620608,,0.36785105,
85,0.88434714,0.021912841,0.051200207,0.042539768
